,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
10133,41759800,โครงการ ลุมพินี พาร์ค เพชรเกษม 98,328392331,Somyot,Bang Khae,13.71153,100.38232,Private room,750,2,0,,,1,180,0
10134,41759869,Standard room no. 235 : 14 Plus 1 Hotel,327258386,สมศักดิ์,Khlong San,13.71318,100.50381,Private room,700,1,0,,,15,365,0
10135,41760026,Standard room no. 237 : 14 Plus 1 Hotel,327258386,สมศักดิ์,Khlong San,13.71313,100.50582,Private room,700,1,0,,,15,365,0
10136,41760147,Address Asoke /High class apartment,327962649,Pichaya,Ratchathewi,13.74955,100.5611,Entire home/apt,3350,1,0,,,1,91,0
10137,41760156,Penthouse room no. 241 : 14 Plus 1 Hote,327258386,สมศักดิ์,Khlong San,13.71344,100.50446,Private room,900,1,0,,,15,365,0
10138,41760278,Triple room no. 242 : 14 Plus 1 Hotel,327258386,สมศักดิ์,Khlong San,13.71386,100.50491,Private room,900,1,0,,,15,365,0
10139,41760401,Deluxe room no. 245 : 14 Plus 1 Hotel,327258386,สมศักดิ์,Khlong San,13.71126,100.50471,Private room,800,1,0,,,15,365,0
10140,41760506,Standard room no.243 : 14 Plus 1 Hotel,327258386,สมศักดิ์,Khlong San,13.71198,100.50359,Private room,700,1,0,,,15,365,0
10141,41762369,"Large outdoor pool, Cozy Loft with Modern Vibe",26029855,Floyd,Vadhana,13.73524,100.58468,Entire home/apt,3117,365,2,2020-03-06,0.06,2,364,0
10142,41762530,The Charan Apartments,325484378,Methinee,Bang Phlat,13.77812,100.49387,Private room,500,2,0,,,1,62,0
10143,41336788,Bangkok room at Parkland bangna codon,324456186,认证手机用户9548,Bang Na,13.66657,100.65239,Entire home/apt,450,15,3,2021-02-08,0.09,1,0,0
10144,41342330,2A Serene&comfort - 87 Old town @ River Pier,4381385,Phil,Dusit,13.77138,100.50261,Private room,1140,1,4,2022-11-04,0.11,8,357,2
10145,41349240,MRT Sutthisan/Ratchada Night Market/7-11 (中文房东),182168951,Parit,Huai Khwang,13.79222,100.57627,Private room,900,1,0,,,5,365,0
10146,41352764,Charming loft room for 4 in Ari/BKK view rooftop,20500449,Mallika,Phaya Thai,13.77647,100.53365,Private room,1600,1,0,,,12,364,0
10147,41353037,ครัวเก่าเก็บ2,325090118,นาตยา,Lat Phrao,13.84083,100.6329,Private room,1200,1,0,,,3,180,0
10148,41353424,Studio 1 Double bed & 1 Bathroom ( Room only ),97269224,Ken,Bang Rak,13.71871,100.51808,Private room,3514,1,0,,,5,363,0
10149,41353793,BTS Thong Lo/Peaceful/1 King bed 431 (日本語対応),182168951,Parit,Khlong Toei,13.72124,100.57635,Private room,2000,1,1,2020-02-13,0.03,5,365,0
10150,41356653,Charming rooms for 10 in Ari/BKK view rooftop,20500449,Mallika,Phaya Thai,13.77486,100.53514,Private room,5000,1,0,,,12,364,0
10151,41356972,"Cozy 1BR close to BTS on-nut, FREE Wi-Fi 1000mbps.",22284183,Bee,Suanluang,13.70758,100.60678,Entire home/apt,899,12,10,2022-12-16,0.29,1,163,8
10152,41622747,Standard room No.223 :14 Plus 1 Hotel,327258386,สมศักดิ์,Khlong San,13.71182,100.50414,Private room,700,1,0,,,15,365,0
10153,41623113,blossom condo舒适双床房摩天轮夜市周边免费泳池健身房@Sathon surasakBTS,162537040,Songnya,Sathon,13.71195,100.52055,Entire home/apt,650,1000,2,2020-03-08,0.06,13,179,0
10154,41623316,Cozy room 7 LOCAL EXPERIENCE,236541544,Chalaam,Bang Khen,13.89003,100.60685,Private room,407,2,2,2020-02-19,0.06,3,365,0
10155,41623734,Cozy room 8 LOCAL EXPERIENCE,236541544,Chalaam,Don Mueang,13.89242,100.59843,Private room,407,2,0,,,3,365,0
10156,41624126,COZY ROOM MODERN DESIGN/PRATUNAM MARKET/ FREE-WIFI,188817426,Benjaphorn,Ratchathewi,13.75592,100.54364,Private room,785,1,7,2022-11-10,0.2,4,343,5
10157,41624228,14 Plus 1 Hotel : Standard room No. 225,327258386,สมศักดิ์,Khlong San,13.712,100.50401,Private room,700,1,0,,,15,365,0
10158,41624531,comfy staying & nearby Suvarnabhumi Airport (BKK),53538193,Jira,Pra Wet,13.72236,100.70758,Private room,1600,2,0,,,1,145,0
10159,41357972,"Khaosan Road, The Grand Place, Chaophraya River",320845302,The Mulberry Bangkok,Phra Nakhon,13.75957,100.49808,Private room,1336,1,15,2022-11-27,0.43,6,240,12
10160,41763203,Family preferred traveling house,199600827,Suphit,Chatu Chak,13.82356,100.5643,Private room,1600,3,0,,,3,365,0
10161,41763372,2 Room*Vacation Room for families,199600827,Suphit,Chatu Chak,13.8254,100.56443,Private room,3000,3,0,,,3,365,0
10162,41763922,M•贰 曼谷湄南河摩天轮夜市/大皇宫/ICONSIAM/帕蓬夜市/卧佛寺/四面佛,276157895,Min,Bang Kho laen,13.70399,100.50567,Entire home/apt,1405,2,13,2022-12-21,0.36,2,81,5
10163,41775801,"2mins walkBTS Ratchathewi; Area Siam, MBK/Pratunam",40262107,Patty,Ratchathewi,13.7505,100.52905,Entire home/apt,1339,1,1,2022-03-27,0.11,39,88,1
10164,41780537,The Bangkok green condo high floor,329873188,Kamvilal,Sathon,13.71313,100.51276,Entire home/apt,2100,1,0,,,1,174,0
10165,41625063,"2Studio,Rooftop,High ceiling,balcony,Silom450m-BTS",226619920,Tarinee,Bang Rak,13.72078,100.52147,Private room,1846,1,0,,,8,0,0
10166,41782045,2 BR❤Near BTS Phromphong❤Downtown❤Emporium/si,325120378,P,Vadhana,13.73798,100.57154,Entire home/apt,2666,2,0,,,1,91,0
10167,41625484,COZY&STYLISH HOME IN TRENDY NEIGHBORHOOD OF BKK,25339764,Kate,Vadhana,13.73534,100.58626,Entire home/apt,1500,2,0,,,1,119,0
10168,41626386,"No.108-10 min.walk to BTS. near DMK, JJ Mrkt, 7/11",48439255,Dras,Chatu Chak,13.84687,100.58623,Entire home/apt,693,1,1,2020-02-02,0.03,1,180,0
10169,41360068,"Wood & White Marble , Lux Living Heart of Bangkok",21964453,Salin,Khlong Toei,13.72127,100.56523,Entire home/apt,3000,30,0,,,1,135,0
10170,41626409,Standard room No. 226 : 14 Plus 1 Hotel,327258386,สมศักดิ์,Khlong San,13.7133,100.5055,Private room,700,1,0,,,15,365,0
10171,41628922,"S3 (F) - Stylish 2 BR, Heart of Bangkok, BTS!",123828822,Sara,Sathon,13.72017,100.53082,Entire home/apt,2800,4,26,2022-11-20,0.73,22,120,22
10172,41633822,Home-sweet-home 1BR @ MRTA Bangson,18123364,Jib,Bang Sue,13.82279,100.53365,Entire home/apt,1375,8,2,2022-09-08,0.16,2,231,1
10173,41634746,The tree rio home ，1 mins to MRT Bang O station,151070083,Smile,Bang Phlat,13.80048,100.50865,Entire home/apt,537,30,2,2022-05-17,0.2,5,291,2
10174,41634928,‼️For rent 6-12 months promotion for 660$/month‼️,328405715,Knoophee,Phra Khanong,13.7023,100.59909,Entire home/apt,1316,30,0,,,1,179,0
10175,41635598,1 Bedroom 44 Sq.m. 200m. to MRT Suttisarn,43660317,Phutadol,Din Daeng,13.78501,100.57245,Private room,900,29,0,,,1,299,0
10176,41637746,K#2--BTS Onnut 5 Min walk Wifi Washing Machine,306704320,Kangaroo,Phra Khanong,13.70429,100.6043,Entire home/apt,999,3,5,2022-10-20,0.49,16,28,5
10177,41638478,"8-Bed Male Dormitory Room, Close to Silom, Bangkok",327319388,Pitchayakorn,Bang Rak,13.72796,100.52725,Shared room,500,1,0,,,8,365,0
10178,41360422,PC mansion Chokchai4,42813683,Chakrawuth,Lat Phrao,13.81851,100.59631,Private room,350,7,0,,,1,337,0
10179,41363936,MRT Sutthisan/ Ratchada Train Market/ 7-11 （中文房东）,182168951,Parit,Din Daeng,13.7792,100.57311,Entire home/apt,900,1,8,2020-03-07,0.22,5,365,0
10180,41782603,Hana,330060685,Paprapron,Bang Kapi,13.74565,100.60997,Private room,1000,1,0,,,2,179,0
10181,41783094,市中心5星花园公寓/到tonglo BTS车程2分钟/近Emporium /蓬蓬/阿索/bkvb24,231239852,Aimy,Khlong Toei,13.72178,100.57781,Entire home/apt,1500,90,2,2020-09-23,0.06,19,83,0
10182,41788213,35% OFF* Large Home 6BedR 6 Baths : Wi-Fi &Kitchen,19266319,Alex,Phra Khanong,13.69699,100.60584,Entire home/apt,4500,2,21,2022-12-11,0.6,36,323,17
10183,41640577,K#3-Cozy Living 5 Min BTS onnut Wifi Washingmachin,306704320,Kangaroo,Phra Khanong,13.70463,100.60429,Entire home/apt,999,2,8,2022-12-09,0.79,16,78,8
10184,41649098,Ban  klang muang - town home,203627741,Pat,Lat Phrao,13.83736,100.59475,Entire home/apt,4500,3,0,,,4,365,0
10185,41649657,#2-❤️ Homey& Cozy❤️ 5 Min walk to MRT-Washingchine,29769376,Bird,Huai Khwang,13.79218,100.57484,Entire home/apt,999,1,1,2022-06-13,0.15,12,90,1
10186,41652979,The River  condo,313491163,Gal,Khlong San,13.7221,100.51156,Entire home/apt,4500,30,0,,,1,320,0
10187,41790385,Lunar house 2,329631526,Watanapun,Ratchathewi,13.76132,100.54163,Private room,1200,2,0,,,2,365,0
10188,41375304,GREEN HOUSE 5-10mins to Icon Siam/BTS/Pier/7-11,253876942,Whisaka,Khlong San,13.723,100.5039,Private room,1200,1,0,,,1,2,0
10189,41380313,"Sleep 2 No view with private bathroom, MRT Samyod",158760761,Cacha Bed,Phra Nakhon,13.74571,100.50253,Private room,5214,1,0,,,4,0,0
10190,41385014,Hidden Loft1Privatebedroom NearMRT RAMA9*Makkasan,238195812,Exostay,Ratchathewi,13.75265,100.56389,Entire home/apt,1388,90,10,2020-04-09,0.28,13,101,0
10191,41389473,Double room beautiful,211966903,Supasak,Phaya Thai,13.77346,100.53969,Private room,750,1,8,2020-02-24,0.22,5,64,0
10192,41393163,曼谷 bts直达暹罗广场 酒店式公寓双床/大床房,67585919,Summer,Sathon,13.70843,100.5195,Entire home/apt,1084,3,10,2022-11-25,0.81,25,361,9
10193,41394376,1BR-5mbts-rooftop en suite-freeshuttle to ICONSIAM,42540886,Chonnikarn,Khlong San,13.72347,100.50439,Private room,350,30,0,,,4,88,0
10194,41394895,近地铁拉玛九站一居室公寓Luxury Condo near MRT Phra ram9,105908284,Lily,Huai Khwang,13.7589,100.56882,Entire home/apt,1100,10,13,2022-12-23,0.37,3,110,9
10195,41417224,"Bangkok - Sukhumvit 12, the green oasis",420188,Baker,Khlong Toei,13.73553,100.55885,Entire home/apt,3033,1,108,2022-12-22,3.01,9,87,65
10196,41417666,"1 min BTS station. Siam,MBK, CentralWorld near. ญข",170532676,Sony,Ratchathewi,13.7506,100.53007,Private room,1378,1,3,2022-07-29,0.08,31,178,2
10197,41417890,"1 min BTS station. Siam,MBK, CentralWorld near. ญค",170532676,Sony,Ratchathewi,13.75095,100.52928,Private room,1378,1,2,2022-06-25,0.06,31,178,1
10198,41417990,"1 min BTS station. Siam,MBK, CentralWorld near. ญง",170532676,Sony,Ratchathewi,13.75244,100.53132,Private room,1378,1,7,2022-11-21,0.95,31,178,7
10199,41418262,"1 min BTS station. Siam,MBK, CentralWorld near. ญจ",170532676,Sony,Ratchathewi,13.75078,100.53033,Private room,1443,1,1,2020-01-21,0.03,31,178,0
10200,41418591,Breezy Condo Next To St Food&Night Life: IX,49539775,Max,Vadhana,13.7461,100.55725,Entire home/apt,1200,30,29,2022-10-19,0.83,36,156,14
10201,41901612,Cozy Room near Khaosan Rd & Grand Palace,152484190,Lertrit,Phra Nakhon,13.763132909139268,100.4964952516196,Private room,590,1,18,2022-12-21,1.6,5,357,18
10202,41902697,"Comfy room in downtown Siam, MBK, BTS",331342481,Natnicha,Parthum Wan,13.74717,100.52819,Entire home/apt,1250,28,5,2022-11-12,0.14,1,148,1
10203,41654555,Laid back Place,328656645,Tikk,Vadhana,13.72041,100.59812,Private room,9000,31,0,,,1,365,0
10204,41792154,"NEW CONDOMINIUM, Free Wifi/Gym&Pool/Parking",50249700,Nott,Bang Kapi,13.76107,100.64,Entire home/apt,890,1,2,2022-11-17,0.91,2,351,2
10205,41805052,Loft style condo next to bumrungrad hospital,6598548,Amornsukh,Vadhana,13.74449,100.55115,Entire home/apt,1500,10,7,2022-12-16,0.22,16,344,6
10206,41656124,Renovated 65sqm 2 bedroom Condo near Ratchada MRT!,328685904,Jipatha,Huai Khwang,13.78155,100.57483,Entire home/apt,1700,20,2,2022-10-31,0.47,1,127,2
10207,41657080,Bangkok cozy  close  to BTS 150m with  nice  view,297309082,Tatanthon,Phra Khanong,13.69717,100.60588,Entire home/apt,679,30,1,2022-12-20,1.0,1,116,1
10208,41807042,พหลโยธินโยธิน57 คอนโด1,217963819,Apple Apinya,Bang Khen,13.88463,100.59302,Private room,600,2,0,,,1,365,0
10209,41813495,Best view panorama and perfect location,330391508,Kevarin,Suanluang,13.72641,100.64073,Entire home/apt,1200,1,0,,,1,90,0
10210,41815233,Lunar house 1,329631526,Watanapun,Ratchathewi,13.76292,100.53969,Private room,1500,2,0,,,2,365,0
10211,41817517,We love and take care customers like ours family.,329581471,Ñäñçÿ,Phra Khanong,13.68991,100.61816,Shared room,305,365,0,,,2,365,0
10212,41657650,"Siamsquare, the center of bangkok! Enjoy ^^",48077104,Varinda,Bang Rak,13.72335,100.52775,Entire home/apt,4606,2,0,,,1,179,0
10213,41825347,The Garden Asoke RAMA9,67869391,Naey,Huai Khwang,13.7519,100.57423,Private room,860,1,3,2022-12-24,0.09,1,91,1
10214,41658634,Cozy Night #1 (4ppl) 10min to Donmuang Airport,4895420,Chutiroj,Don Mueang,13.9037,100.58798,Private room,800,1,4,2022-12-09,0.56,2,361,4
10215,41826811,Authentic Experience in CHINATOWN,330581818,Ramita,Samphanthawong,13.74106,100.50956,Entire home/apt,1600,1,2,2020-02-21,0.06,1,361,0
10216,41827021,"Home Away From Home >Chinatown, Sukhumvit Bangkok<",302460823,Tawaree,Bang Rak,13.73113,100.51666,Private room,600,1,0,,,10,365,0
10217,41841752,Roof-top Pool Luxury Residence in trendy Thonglor,222000961,Ning,Vadhana,13.73746,100.58202,Entire home/apt,10000,2,13,2022-11-22,0.48,6,308,4
10218,41842576,Entire Luxury House with Roof-Top Pool in Thonglor,222000961,Ning,Vadhana,13.73746,100.58202,Entire home/apt,28000,3,2,2022-12-02,0.23,6,277,2
10219,41844353,วิวดี,273716848,Man,Vadhana,13.71108,100.60186,Entire home/apt,1700,2,0,,,1,180,0
10220,41913505,Service Apartment (Sathorn) บ้านแสงจันทร์ฉาย,331495846,Passaramon,Sathon,13.71078,100.51401,Private room,1199,1,0,,,1,365,0
10221,41913825,Sleep with 10 Friends in Central Bangkok,40683344,Antonio,Ratchathewi,13.75027,100.56239,Entire home/apt,2700,1,2,2022-07-13,0.06,1,171,1
10222,41914857,#512963 Studio Room Apartment near BTS On-nut,331549426,Kanya,Khlong Toei,13.70473,100.5974,Entire home/apt,332,28,0,,,1,364,0
10223,41659554,MyHomestay678@MRT Latprao,327259984,Eva,Chatu Chak,13.80482,100.57433,Private room,750,28,0,,,2,365,0
10224,42150185,Condo near city and train,32193467,Piyada,Huai Khwang,13.79192,100.57481,Entire home/apt,1500,2,2,2020-03-04,0.06,2,347,0
10225,41846194,Kate revolve Condo,330586055,Patamaporn,Huai Khwang,13.75207,100.58895,Entire home/apt,3000,1,0,,,1,365,0
10226,42150615,ARIYOUTOPIA,333348579,Admin,Phaya Thai,13.77495,100.53534,Private room,4000,1,0,,,1,180,0
10227,42159429,Baanrao Bangson Apartment 5th floor (No Lift),65709666,Pat,Bang Sue,13.81765,100.53056,Entire home/apt,1300,1,0,,,4,271,0
10228,42162504,A12 每客消毒~！on nut-BTS♥室内落地玻璃@ 中文接待 siam centre 20分,262923052,Camila,Khlong Toei,13.70201,100.59159,Entire home/apt,1225,28,3,2020-03-16,0.09,30,54,0
10229,42162785,"Plum Condo Ramkhamhaeng Station, 2 mins to MRT",283971584,Nusit,Suanluang,13.74268,100.60223,Entire home/apt,580,30,0,,,2,131,0
10230,41915873,曼谷The BASE Phetkasem地铁轻轨双站旁新公寓for rent,187780299,Man Ping,Phasi Charoen,13.71494,100.44831,Entire home/apt,799,3,0,,,2,241,0
10231,42163995,四面佛/nana/酒吧街豪华2bedroom,327365883,Jane,Ratchathewi,13.74929,100.55482,Entire home/apt,4988,7,0,,,5,0,0
10232,41846760,Aspire Condo,329950956,Poopae,Huai Khwang,13.75215,100.5907,Entire home/apt,3250,1,0,,,1,365,0
10233,42164637,【8897】RAMA9商圈精致loft/步行5min至MRT/泳池夜景/近火车夜市/asok/机场线,299964391,Yao Yao,Huai Khwang,13.75508,100.5653,Entire home/apt,1632,28,24,2022-11-28,0.69,4,206,15
10234,41847695,Cumpus Home,329955830,Krittapat,Huai Khwang,13.75375,100.59023,Entire home/apt,1400,1,1,2020-02-14,0.03,1,365,0
10235,42165005,5*  Luxurious 1 Bedroom Condo Downtown,334658166,David,Vadhana,13.7376,100.56045,Entire home/apt,1350,30,9,2022-11-29,0.27,1,190,6
10236,42168435,Super comfortable bed+Local food court crossroad,158654054,Erica,Khlong Toei,13.71818,100.5712,Entire home/apt,1125,3,16,2022-11-14,0.47,27,326,13
10237,42173580,8897 Cozy Loft 5min to MRT/Rama9/Airlink/Asok/中文房東,42894383,Kuri,Huai Khwang,13.7538,100.56548,Entire home/apt,1532,28,28,2022-12-09,0.8,4,206,15
10238,42181132,The Kheha/No.1 Thai Garlands room.,6582968,Mai,Pom Prap Sattru Phai,13.75054,100.51313,Private room,1905,1,0,,,1,365,0
10239,42181172,"10 mins to Sathorn, Silom ++ Fitness & Pool",179160943,Chin,Yan na wa,13.69336,100.53579,Entire home/apt,698,30,0,,,1,361,0
10240,42181585,Thonglor designer fully furnished town home,21348778,Jakchai,Vadhana,13.73895,100.58018,Entire home/apt,3800,365,0,,,2,27,0
10241,41850603,Perfect for 2 on a nice and quite space/Thonglor,330826137,April,Khlong Toei,13.72205,100.57007,Entire home/apt,1800,1,0,,,1,90,0
10242,41851165,MRTBang 湄南河景40楼天际无边泳池公寓（NO.11）,76077432,Amy,Bang Phlat,13.79941,100.50614,Entire home/apt,850,30,0,,,11,0,0
10243,41864548,Silom-Sathon Bangkok Location 204,329485772,Pk,Bang Rak,13.72305,100.52886,Private room,3714,1,11,2022-12-23,1.55,5,359,11
10244,41868305,Happy 12 guests apartment(airport pickup/drop off),26736483,K,Huai Khwang,13.79075,100.58009,Entire home/apt,4888,1,2,2020-02-29,0.06,89,364,0
10245,41869379,Room near Saphan Thaksin BTS,322510938,Woodlands,Bang Rak,13.72523,100.51599,Private room,450,1,0,,,5,365,0
10246,41870589,Standard Queen Room ( No Window),327319388,Pitchayakorn,Bang Rak,13.72925,100.53103,Private room,4000,1,0,,,8,365,0
10247,41870895,Standard Queen Room with City View,327319388,Pitchayakorn,Bang Rak,13.73077,100.53117,Private room,4000,1,0,,,8,365,0
10248,41915882,Restery at Den,331580136,Kittibordee,Don Mueang,13.89178,100.58593,Entire home/apt,659,3,0,,,1,180,0
10249,41915902,Silom-Sathorn Bangkok central Location 201,329485772,Pk,Bang Rak,13.72469,100.53192,Private room,3714,1,2,2022-11-20,0.27,5,359,2
10250,41916235,Silom-Sathorn Bangkok Central Location 202,329485772,Pk,Bang Rak,13.72469,100.53192,Private room,4000,1,2,2022-12-16,1.58,5,361,2
10251,41916406,3BR-Cityview-BKKcentral-shopping mall-smtvj hospi,331588844,Lakh,Vadhana,13.73637,100.5709,Entire home/apt,5500,3,1,2022-12-19,1.0,1,343,1
10252,41918196,Newly Renovated Tranquil &Cozy Studio near BTS Ari,251475219,Kanomping,Phaya Thai,13.78326,100.55057,Entire home/apt,1531,1,34,2022-12-09,1.89,11,302,30
10253,41918222,"2 mins-BTS@1BR w/Pool+Netflix Near River,ICON SIAM",27024702,Hadhaya,Thon buri,13.71923,100.4924,Entire home/apt,1249,30,15,2022-07-13,0.47,1,113,5
10254,42181868,Budget Room @Salin Home Hotel - SHA PLUS Hotel,334856926,Sukanlaya,Bang Kapi,13.75817,100.64186,Private room,1720,1,1,2020-02-27,0.03,3,359,0
10255,41919073,Want to live likes local and safe ? This is it !,75909474,Lek,Sai Mai,13.93628,100.63335,Entire home/apt,3463,5,0,,,1,365,0
10256,41919845,Under One Roof,68946644,Shewin,Phra Khanong,13.70045,100.60937,Shared room,400,1,0,,,1,365,0
10257,41921476,CapitalBangkokSukhumvitCondoHotelBTSBangnaStation,295320280,Nanputita,Bang Na,13.66661,100.60458,Private room,600,1,5,2022-10-16,0.49,1,267,5
10258,41921480,Room near historical Bangkok,322510938,Woodlands,Bang Rak,13.72703,100.52626,Private room,850,1,0,,,5,365,0
10259,41924212,Baan Dhammachard lower deck - บ้านธรรมชาติชั้น 1,305647942,Baan Dhammachard,Samphanthawong,13.73526,100.51129,Entire home/apt,10000,1,6,2021-05-23,0.17,3,0,0
10260,41924815,Liv@5 ลิฟแอดไฟว์,42546492,Porntip,Vadhana,13.74403,100.5535,Entire home/apt,1500,1,3,2022-11-16,0.09,3,85,2
10261,41925087,Liv@5 ลิฟแอดไฟว์,42546492,Porntip,Vadhana,13.74258,100.55544,Entire home/apt,3000,1,0,,,3,174,0
10262,41925695,Baan Dhammachard upper deck-บ้านธรรมชาติชั้น 2,305647942,Baan Dhammachard,Samphanthawong,13.7365,100.51278,Entire home/apt,4500,1,5,2020-12-24,0.15,3,0,0
10263,41928855,Surasak Mitrtown Minimal Design-1 Min Walk to BTS,37962723,Anuthep,Bang Rak,13.71889,100.52016,Entire home/apt,3780,2,3,2022-12-05,0.09,2,139,1
10264,41937968,Jirakorn-Nattakan warm welcome to heart of sathorn,54574474,Jirakorn-Nattakan,Yan na wa,13.71767,100.5503,Private room,1732,1,0,,,2,364,0
10265,41940641,Good Guy Group Homestay,73452483,Pusdee,Pra Wet,13.67449,100.64947,Entire home/apt,800,30,0,,,2,83,0
10266,41942033,Baanmai ^^,331858083,กิตติศักดิ์,Bang Kapi,13.75464,100.65422,Private room,2000,1,0,,,1,180,0
10267,41943016,BTS RESIDENT CONDO,331838510,ธงชัย,Chatu Chak,13.79752,100.56311,Private room,1000,7,0,,,1,90,0
10268,41870897,B.B.Garden Resort ให้บริการที่พักใกล้ MRT Central,330608179,Mr.Pranon,Din Daeng,13.76462,100.56393,Private room,1200,1,0,,,1,90,0
10269,41871021,"1 Family room for 4 people , Close to silom complex & Patpong, Bangkok",327319388,Pitchayakorn,Bang Rak,13.72938,100.52583,Private room,5000,1,0,,,8,365,0
10270,41871116,"1 Female Studio room, close to silom complex, Bangkok",327319388,Pitchayakorn,Bang Rak,13.72889,100.5315,Private room,3000,1,0,,,8,365,0
10271,41872957,"Family Room for 4 people ,Close to silom,Bangkok",327319388,Pitchayakorn,Bang Rak,13.72889,100.53136,Private room,5000,1,0,,,8,365,0
10272,41885647,FINE HOME Silom apartment4fl(Surasak station BTS),26736483,K,Bang Rak,13.72398,100.52511,Entire home/apt,880,1,11,2020-07-04,0.31,89,290,0
10273,41889953,Condo Navatara คอนโด บ้านนวธารา ติดเลียบทางด่วน,331254061,Krajeab,Bueng Kum,13.82631,100.63046,Entire home/apt,699,2,5,2020-11-23,0.14,1,0,0
10274,41890638,#512755 Comfortable 2 Bedroom on Thonglor Area,331239691,Chalinee,Vadhana,13.73213,100.58152,Private room,4415,28,0,,,2,364,0
10275,41891106,#512752 One Spacious Bedroom Near BTS Thong Lo,331260724,Hector,Vadhana,13.73082,100.58287,Private room,3311,28,0,,,2,364,0
10276,42182222,NICE NICE LUXURY: 1BR/ASOKE/SHOPPING MALL/BTS/MRT,79624768,Eva,Vadhana,13.73906,100.55983,Entire home/apt,2486,2,34,2022-11-28,1.05,44,62,20
10277,42182750,5mins to MRT Rama9 &shopping mall /2bed room,67585919,Summer,Huai Khwang,13.75936,100.56825,Entire home/apt,2413,1,3,2020-03-13,0.09,25,350,0
10278,42182768,Smart stay 12 guests apartment(FREEairport 2 ways),26736483,K,Phaya Thai,13.7881,100.55022,Entire home/apt,4888,1,2,2022-07-04,0.06,89,342,1
10279,42184002,四面佛Nana酒吧街豪华1bedroom,219301393,Jack,Ratchathewi,13.75097,100.55525,Entire home/apt,1680,365,2,2020-03-27,0.06,9,89,0
10280,42184182,nana/四面佛酒吧街/rama9豪华1bedroom,327365883,Jane,Ratchathewi,13.75495,100.56396,Entire home/apt,1600,60,1,2021-04-19,0.05,5,54,0
10281,41943569,"Near Grand Palace, Floating Market, Thai Massage",331721083,Daojai,Phasi Charoen,13.73998,100.44746,Entire home/apt,850,1,5,2022-12-11,0.14,1,72,3
10282,42184665,The Niche Mono Ratchavipha,334912151,Thanunphatch,Chatu Chak,13.83061,100.55606,Private room,1200,2,0,,,1,179,0
10283,41944795,403★Nara Suite Residence★2KingBed+Kitchen会说中文,132473239,Amb Ville,Yan na wa,13.70294,100.53761,Entire home/apt,1490,1,25,2022-11-06,0.73,25,355,7
10284,42186156,COZY room@ Salin Home Hotel  - SHA PLUS Hotel,334856926,Sukanlaya,Bang Kapi,13.75653,100.64359,Private room,1863,1,1,2020-03-11,0.03,3,362,0
10285,41947252,503★Nara Suite Residence Bangkok★会说中文,132473239,Amb Ville,Yan na wa,13.70099,100.53383,Entire home/apt,1490,1,14,2022-11-08,0.4,25,350,2
10286,42186296,Superior Room at Salin Home Hotel Ramkamhang 50,334856926,Sukanlaya,Bang Kapi,13.757509,100.642883,Private room,1935,1,0,,,3,365,0
10287,42188509,Piumrak Residence,257767442,ทวีสิงห์,Thon buri,13.70481,100.4815,Private room,657,5,9,2022-12-13,0.26,10,89,6
10288,42195277,Cozy long-stay haven in the heart of ARI,19855863,Aanas,Phaya Thai,13.77886,100.54116,Entire home/apt,1200,30,0,,,1,145,0
10289,42198797,NICE VIEW ROOM NEAR CENTRAL EMBASSY/SPECIAL PRICE,28558403,Chao.House,Parthum Wan,13.74709,100.54798,Entire home/apt,1550,28,5,2021-03-21,0.14,1,48,0
10290,42206556,"C01 - Economy Alone @ Pratunam Bangkok,",309661618,Vince Hotel,Ratchathewi,13.75431,100.53562,Private room,2071,1,0,,,9,73,0
10291,42206850,C02 - Economy Alone @ Pratunam Bangkok,309661618,Vince Hotel,Ratchathewi,13.75521,100.53439,Private room,2071,1,4,2020-03-26,0.12,9,73,0
10292,42206989,C03 - Economy Love @ Pratunam Bangkok,309661618,Vince Hotel,Ratchathewi,13.75508,100.53455,Private room,2229,1,0,,,9,346,0
10293,42207063,C04 - Economy Love @ Pratunam Bangkok,309661618,Vince Hotel,Ratchathewi,13.75455,100.53445,Private room,3085,1,2,2020-03-15,0.06,9,346,0
10294,42207137,C05 - Economy Love @ Pratunam Bangkok,309661618,Vince Hotel,Ratchathewi,13.75294,100.53419,Private room,3085,1,1,2020-03-20,0.03,9,346,0
10295,42207504,Silom-Satorn Bangkok Central Loation 101,329485772,Pk,Bang Rak,13.72462,100.53201,Private room,3171,1,0,,,5,356,0
10296,42208502,Beautiful sky pool，near the MRT Bang O station,151070083,Smile,Bang Phlat,13.8014,100.50621,Entire home/apt,537,30,1,2022-02-27,0.1,5,327,1
10297,42208508,Silom-Sathon Bangkok Location 203,329485772,Pk,Bang Rak,13.72469,100.53192,Private room,3500,1,2,2022-11-20,0.4,5,360,2
10298,42208910,"The Tree Rio, Great Place to live.",42526044,Pisith,Bang Phlat,13.80096,100.50659,Private room,550,31,0,,,1,314,0
10299,42210128,Large Room/ walk to subway,334212160,Wassana,Ratchathewi,13.74992,100.56277,Entire home/apt,3380,19,0,,,1,271,0
